"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"West Virginia"	"54"	"2008"	"2008"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	36	1840310	2.0	2.1	1.4	2.9
	"West Virginia"	"54"	"2008"	"2008"	"Intentional self-harm by handgun discharge"	"X72"	51	1840310	2.8	2.5	1.9	3.3
	"West Virginia"	"54"	"2008"	"2008"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	33	1840310	1.8	1.8	1.2	2.5
	"West Virginia"	"54"	"2008"	"2008"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	88	1840310	4.8	4.5	3.6	5.5
"Total"	"West Virginia"	"54"	"2008"	"2008"			261	1840310	14.2	13.7	12.0	15.4
	"West Virginia"	"54"	"2009"	"2009"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	46	1847775	2.5	2.7	2.0	3.6
	"West Virginia"	"54"	"2009"	"2009"	"Intentional self-harm by handgun discharge"	"X72"	64	1847775	3.5	3.3	2.5	4.2
	"West Virginia"	"54"	"2009"	"2009"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	42	1847775	2.3	2.1	1.5	2.8
	"West Virginia"	"54"	"2009"	"2009"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	72	1847775	3.9	3.7	2.9	4.7
"Total"	"West Virginia"	"54"	"2009"	"2009"			253	1847775	13.7	13.1	11.5	14.8
	"West Virginia"	"54"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	14	1852994	Unreliable	Unreliable	0.4	1.2
	"West Virginia"	"54"	"2010"	"2010"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	28	1852994	1.5	1.6	1.0	2.3
	"West Virginia"	"54"	"2010"	"2010"	"Intentional self-harm by handgun discharge"	"X72"	106	1852994	5.7	5.3	4.3	6.3
	"West Virginia"	"54"	"2010"	"2010"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	39	1852994	2.1	2.0	1.4	2.7
	"West Virginia"	"54"	"2010"	"2010"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	65	1852994	3.5	3.2	2.5	4.1
"Total"	"West Virginia"	"54"	"2010"	"2010"			279	1852994	15.1	14.1	12.4	15.8
	"West Virginia"	"54"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	21	1855364	1.1	1.1	0.7	1.7
	"West Virginia"	"54"	"2011"	"2011"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	56	1855364	3.0	3.2	2.4	4.2
	"West Virginia"	"54"	"2011"	"2011"	"Intentional self-harm by handgun discharge"	"X72"	85	1855364	4.6	4.3	3.4	5.3
	"West Virginia"	"54"	"2011"	"2011"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	44	1855364	2.4	2.2	1.5	2.9
	"West Virginia"	"54"	"2011"	"2011"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	71	1855364	3.8	3.6	2.8	4.6
"Total"	"West Virginia"	"54"	"2011"	"2011"			306	1855364	16.5	15.9	14.1	17.8
	"West Virginia"	"54"	"2012"	"2012"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	14	1855413	Unreliable	Unreliable	0.4	1.2
	"West Virginia"	"54"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	16	1855413	Unreliable	Unreliable	0.5	1.4
	"West Virginia"	"54"	"2012"	"2012"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	69	1855413	3.7	4.1	3.2	5.3
	"West Virginia"	"54"	"2012"	"2012"	"Intentional self-harm by handgun discharge"	"X72"	77	1855413	4.2	3.7	2.9	4.7
	"West Virginia"	"54"	"2012"	"2012"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	46	1855413	2.5	2.4	1.8	3.3
	"West Virginia"	"54"	"2012"	"2012"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	75	1855413	4.0	3.9	3.0	4.9
"Total"	"West Virginia"	"54"	"2012"	"2012"			326	1855413	17.6	17.1	15.2	19.0
	"West Virginia"	"54"	"2013"	"2013"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	10	1854304	Unreliable	Unreliable	0.2	0.8
	"West Virginia"	"54"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	12	1854304	Unreliable	Unreliable	0.3	1.1
	"West Virginia"	"54"	"2013"	"2013"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	45	1854304	2.4	2.5	1.8	3.4
	"West Virginia"	"54"	"2013"	"2013"	"Intentional self-harm by handgun discharge"	"X72"	100	1854304	5.4	4.8	3.8	5.8
	"West Virginia"	"54"	"2013"	"2013"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	43	1854304	2.3	2.2	1.6	3.0
	"West Virginia"	"54"	"2013"	"2013"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	82	1854304	4.4	4.3	3.4	5.3
"Total"	"West Virginia"	"54"	"2013"	"2013"			323	1854304	17.4	16.4	14.5	18.3
	"West Virginia"	"54"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	31	1850326	1.7	1.5	1.0	2.2
	"West Virginia"	"54"	"2014"	"2014"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	74	1850326	4.0	4.2	3.3	5.3
	"West Virginia"	"54"	"2014"	"2014"	"Intentional self-harm by handgun discharge"	"X72"	87	1850326	4.7	4.3	3.4	5.3
	"West Virginia"	"54"	"2014"	"2014"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	54	1850326	2.9	2.6	1.9	3.4
	"West Virginia"	"54"	"2014"	"2014"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	76	1850326	4.1	3.7	2.9	4.7
"Total"	"West Virginia"	"54"	"2014"	"2014"			359	1850326	19.4	18.1	16.1	20.0
	"West Virginia"	"54"	"2015"	"2015"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	22	1844128	1.2	1.2	0.8	1.9
	"West Virginia"	"54"	"2015"	"2015"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	65	1844128	3.5	3.8	2.9	4.9
	"West Virginia"	"54"	"2015"	"2015"	"Intentional self-harm by handgun discharge"	"X72"	84	1844128	4.6	4.0	3.2	5.0
	"West Virginia"	"54"	"2015"	"2015"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	33	1844128	1.8	1.5	1.0	2.2
	"West Virginia"	"54"	"2015"	"2015"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	98	1844128	5.3	4.8	3.8	5.9
"Total"	"West Virginia"	"54"	"2015"	"2015"			340	1844128	18.4	17.4	15.5	19.4
	"West Virginia"	"54"	"2016"	"2016"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	28	1831102	1.5	1.5	1.0	2.2
	"West Virginia"	"54"	"2016"	"2016"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	70	1831102	3.8	4.3	3.3	5.5
	"West Virginia"	"54"	"2016"	"2016"	"Intentional self-harm by handgun discharge"	"X72"	88	1831102	4.8	4.4	3.5	5.5
	"West Virginia"	"54"	"2016"	"2016"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	39	1831102	2.1	1.9	1.3	2.6
	"West Virginia"	"54"	"2016"	"2016"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	111	1831102	6.1	5.8	4.6	6.9
"Total"	"West Virginia"	"54"	"2016"	"2016"			362	1831102	19.8	19.3	17.2	21.4
	"West Virginia"	"54"	"2017"	"2017"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	18	1815857	Unreliable	Unreliable	0.5	1.5
	"West Virginia"	"54"	"2017"	"2017"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	73	1815857	4.0	4.5	3.5	5.7
	"West Virginia"	"54"	"2017"	"2017"	"Intentional self-harm by handgun discharge"	"X72"	66	1815857	3.6	3.3	2.5	4.2
	"West Virginia"	"54"	"2017"	"2017"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	45	1815857	2.5	2.4	1.7	3.2
	"West Virginia"	"54"	"2017"	"2017"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	156	1815857	8.6	8.1	6.8	9.4
"Total"	"West Virginia"	"54"	"2017"	"2017"			393	1815857	21.6	21.1	18.9	23.2
	"West Virginia"	"54"	"2018"	"2018"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	24	1805832	1.3	1.3	0.8	2.0
	"West Virginia"	"54"	"2018"	"2018"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	84	1805832	4.7	5.3	4.2	6.5
	"West Virginia"	"54"	"2018"	"2018"	"Intentional self-harm by handgun discharge"	"X72"	65	1805832	3.6	3.5	2.6	4.5
	"West Virginia"	"54"	"2018"	"2018"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	33	1805832	1.8	1.7	1.1	2.3
	"West Virginia"	"54"	"2018"	"2018"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	159	1805832	8.8	8.0	6.7	9.3
"Total"	"West Virginia"	"54"	"2018"	"2018"			395	1805832	21.9	21.2	19.1	23.4
"Total"	"West Virginia"	"54"					6008	36591632	16.4	15.7	15.3	16.1
	"Wisconsin"	"55"	"1999"	"1999"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	19	5332666	Unreliable	Unreliable	0.2	0.6
	"Wisconsin"	"55"	"1999"	"1999"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	36	5332666	0.7	0.7	0.5	1.0
	"Wisconsin"	"55"	"1999"	"1999"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	53	5332666	1.0	1.0	0.7	1.3
	"Wisconsin"	"55"	"1999"	"1999"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	126	5332666	2.4	2.4	1.9	2.8
	"Wisconsin"	"55"	"1999"	"1999"	"Intentional self-harm by handgun discharge"	"X72"	122	5332666	2.3	2.3	1.9	2.7
	"Wisconsin"	"55"	"1999"	"1999"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	165	5332666	3.1	3.1	2.6	3.5
	"Wisconsin"	"55"	"1999"	"1999"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	12	5332666	Unreliable	Unreliable	0.1	0.4
	"Wisconsin"	"55"	"1999"	"1999"	"Intentional self-harm by jumping from a high place"	"X80"	10	5332666	Unreliable	Unreliable	0.1	0.3
"Total"	"Wisconsin"	"55"	"1999"	"1999"			593	5332666	11.1	11.0	10.2	11.9
	"Wisconsin"	"55"	"2000"	"2000"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	20	5363675	0.4	0.4	0.2	0.6
	"Wisconsin"	"55"	"2000"	"2000"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	40	5363675	0.7	0.7	0.5	1.0
	"Wisconsin"	"55"	"2000"	"2000"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	56	5363675	1.0	1.0	0.8	1.3
	"Wisconsin"	"55"	"2000"	"2000"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	116	5363675	2.2	2.2	1.8	2.5
	"Wisconsin"	"55"	"2000"	"2000"	"Intentional self-harm by handgun discharge"	"X72"	146	5363675	2.7	2.7	2.2	3.1
	"Wisconsin"	"55"	"2000"	"2000"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	131	5363675	2.4	2.4	2.0	2.9
	"Wisconsin"	"55"	"2000"	"2000"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	27	5363675	0.5	0.5	0.3	0.7
	"Wisconsin"	"55"	"2000"	"2000"	"Intentional self-harm by jumping from a high place"	"X80"	13	5363675	Unreliable	Unreliable	0.1	0.4
"Total"	"Wisconsin"	"55"	"2000"	"2000"			590	5363675	11.0	10.9	10.0	11.8
	"Wisconsin"	"55"	"2001"	"2001"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	19	5406835	Unreliable	Unreliable	0.2	0.5
	"Wisconsin"	"55"	"2001"	"2001"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	35	5406835	0.6	0.6	0.4	0.9
	"Wisconsin"	"55"	"2001"	"2001"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	48	5406835	0.9	0.9	0.7	1.2
	"Wisconsin"	"55"	"2001"	"2001"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	164	5406835	3.0	3.0	2.6	3.5
	"Wisconsin"	"55"	"2001"	"2001"	"Intentional self-harm by handgun discharge"	"X72"	149	5406835	2.8	2.7	2.3	3.2
	"Wisconsin"	"55"	"2001"	"2001"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	153	5406835	2.8	2.8	2.3	3.2
	"Wisconsin"	"55"	"2001"	"2001"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	15	5406835	Unreliable	Unreliable	0.2	0.4
	"Wisconsin"	"55"	"2001"	"2001"	"Intentional self-harm by sharp object"	"X78"	11	5406835	Unreliable	Unreliable	0.1	0.4
	"Wisconsin"	"55"	"2001"	"2001"	"Intentional self-harm by jumping from a high place"	"X80"	11	5406835	Unreliable	Unreliable	0.1	0.3
"Total"	"Wisconsin"	"55"	"2001"	"2001"			639	5406835	11.8	11.7	10.8	12.6
	"Wisconsin"	"55"	"2002"	"2002"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	24	5445162	0.4	0.4	0.3	0.6
	"Wisconsin"	"55"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	39	5445162	0.7	0.7	0.5	1.0
	"Wisconsin"	"55"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	39	5445162	0.7	0.7	0.5	1.0
	"Wisconsin"	"55"	"2002"	"2002"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	150	5445162	2.8	2.7	2.3	3.2
	"Wisconsin"	"55"	"2002"	"2002"	"Intentional self-harm by drowning and submersion"	"X71"	11	5445162	Unreliable	Unreliable	0.1	0.4
	"Wisconsin"	"55"	"2002"	"2002"	"Intentional self-harm by handgun discharge"	"X72"	136	5445162	2.5	2.4	2.0	2.9
	"Wisconsin"	"55"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	150	5445162	2.8	2.7	2.3	3.2
	"Wisconsin"	"55"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	22	5445162	0.4	0.4	0.3	0.6
	"Wisconsin"	"55"	"2002"	"2002"	"Intentional self-harm by jumping from a high place"	"X80"	13	5445162	Unreliable	Unreliable	0.1	0.4
"Total"	"Wisconsin"	"55"	"2002"	"2002"			627	5445162	11.5	11.3	10.5	12.2
	"Wisconsin"	"55"	"2003"	"2003"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	22	5479203	0.4	0.4	0.3	0.6
	"Wisconsin"	"55"	"2003"	"2003"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	14	5479203	Unreliable	Unreliable	0.1	0.4
	"Wisconsin"	"55"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	40	5479203	0.7	0.7	0.5	1.0
	"Wisconsin"	"55"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	44	5479203	0.8	0.8	0.6	1.1
	"Wisconsin"	"55"	"2003"	"2003"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	153	5479203	2.8	2.8	2.3	3.2
	"Wisconsin"	"55"	"2003"	"2003"	"Intentional self-harm by handgun discharge"	"X72"	145	5479203	2.6	2.6	2.1	3.0
	"Wisconsin"	"55"	"2003"	"2003"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	146	5479203	2.7	2.6	2.2	3.1
	"Wisconsin"	"55"	"2003"	"2003"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	19	5479203	Unreliable	Unreliable	0.2	0.5
	"Wisconsin"	"55"	"2003"	"2003"	"Intentional self-harm by sharp object"	"X78"	14	5479203	Unreliable	Unreliable	0.1	0.4
	"Wisconsin"	"55"	"2003"	"2003"	"Intentional self-harm by jumping from a high place"	"X80"	11	5479203	Unreliable	Unreliable	0.1	0.3
"Total"	"Wisconsin"	"55"	"2003"	"2003"			647	5479203	11.8	11.6	10.7	12.5
	"Wisconsin"	"55"	"2004"	"2004"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	10	5514026	Unreliable	Unreliable	0.1	0.3
	"Wisconsin"	"55"	"2004"	"2004"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	34	5514026	0.6	0.6	0.4	0.9
	"Wisconsin"	"55"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	52	5514026	0.9	0.9	0.7	1.2
	"Wisconsin"	"55"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	45	5514026	0.8	0.8	0.6	1.1
	"Wisconsin"	"55"	"2004"	"2004"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	156	5514026	2.8	2.8	2.4	3.3
	"Wisconsin"	"55"	"2004"	"2004"	"Intentional self-harm by handgun discharge"	"X72"	152	5514026	2.8	2.7	2.3	3.1
	"Wisconsin"	"55"	"2004"	"2004"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	134	5514026	2.4	2.4	2.0	2.8
	"Wisconsin"	"55"	"2004"	"2004"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	22	5514026	0.4	0.4	0.3	0.6
	"Wisconsin"	"55"	"2004"	"2004"	"Intentional self-harm by sharp object"	"X78"	10	5514026	Unreliable	Unreliable	0.1	0.3
	"Wisconsin"	"55"	"2004"	"2004"	"Intentional self-harm by jumping from a high place"	"X80"	15	5514026	Unreliable	Unreliable	0.2	0.5
"Total"	"Wisconsin"	"55"	"2004"	"2004"			662	5514026	12.0	11.9	11.0	12.8
	"Wisconsin"	"55"	"2005"	"2005"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	15	5546166	Unreliable	Unreliable	0.2	0.4
	"Wisconsin"	"55"	"2005"	"2005"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	18	5546166	Unreliable	Unreliable	0.2	0.5
	"Wisconsin"	"55"	"2005"	"2005"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	69	5546166	1.2	1.2	0.9	1.5
	"Wisconsin"	"55"	"2005"	"2005"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	38	5546166	0.7	0.7	0.5	1.0
	"Wisconsin"	"55"	"2005"	"2005"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	141	5546166	2.5	2.6	2.1	3.0
	"Wisconsin"	"55"	"2005"	"2005"	"Intentional self-harm by handgun discharge"	"X72"	161	5546166	2.9	2.9	2.4	3.3
	"Wisconsin"	"55"	"2005"	"2005"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	120	5546166	2.2	2.1	1.8	2.5
	"Wisconsin"	"55"	"2005"	"2005"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	21	5546166	0.4	0.4	0.2	0.6
	"Wisconsin"	"55"	"2005"	"2005"	"Intentional self-harm by sharp object"	"X78"	12	5546166	Unreliable	Unreliable	0.1	0.4
	"Wisconsin"	"55"	"2005"	"2005"	"Intentional self-harm by jumping from a high place"	"X80"	10	5546166	Unreliable	Unreliable	0.1	0.3
"Total"	"Wisconsin"	"55"	"2005"	"2005"			643	5546166	11.6	11.6	10.7	12.5
	"Wisconsin"	"55"	"2006"	"2006"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	25	5577655	0.4	0.4	0.3	0.6
	"Wisconsin"	"55"	"2006"	"2006"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	14	5577655	Unreliable	Unreliable	0.1	0.4
	"Wisconsin"	"55"	"2006"	"2006"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	67	5577655	1.2	1.2	0.9	1.5
	"Wisconsin"	"55"	"2006"	"2006"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	31	5577655	0.6	0.6	0.4	0.8
